train_loss,train_acc,test_loss,test_acc,train_precision,test_precision,train_recall,test_recall,train_confusion_matrix,test_confusion_matrix
0.2461158682630618,0.9053574612591583,0.052280087559802894,0.9805687909469923,0.9184735545450875,0.9808598764414541,0.9053349809273089,0.9806617963042544,"[[9452  875    0  163]
 [ 633 7399    8   83]
 [   0    0    0    0]
 [   0    0    0    0]]","[[2551   19]
 [  71 2013]]"
0.03649963972341154,0.9880262027491409,0.021090923413021923,0.9950770547945206,0.9881347090223199,0.9950609761684602,0.9880191264170204,0.9950580146110872,"[[10457    33]
 [  190  7933]]","[[2562    8]
 [  15 2069]]"
0.01956284085508273,0.9943084192439863,0.012659744477961594,0.9967893835616438,0.994334244590061,0.9967956683753664,0.9943050556062967,0.9967769660507091,"[[10476    14]
 [   92  8031]]","[[2570    0]
 [  15 2069]]"
0.015799273276314318,0.9953286082474226,0.010143135629645358,0.9972174657534246,0.995347634055291,0.9972103679913231,0.9953258475259228,0.9972067039106145,"[[10480    10]
 [   77  8046]]","[[2567    3]
 [  10 2074]]"
0.01276071199135538,0.9968209006029956,0.011368623809499845,0.9965753424657534,0.996840010850104,0.9965629569303828,0.9968301724601085,0.9965620971207564,"[[10483     7]
 [   52  8071]]","[[2564    6]
 [  10 2074]]"
0.012112832905301988,0.9969931271477663,0.009226967075286268,0.9978595890410958,0.9969990193370721,0.9978596389535715,0.9969913501316284,0.9978513107004727,"[[10482     8]
 [   48  8075]]","[[2570    0]
 [  10 2074]]"
0.012317976871490577,0.9966061239706931,0.01743354253137599,0.9943511762954139,0.9966240342655557,0.9944693598230195,0.9966152688980819,0.994413407821229,"[[10480    10]
 [   53  8070]]","[[2570    0]
 [  26 2058]]"
0.010520097345639424,0.9971005154639175,0.00874615163934634,0.9978595890410958,0.9971074105397111,0.9978596389535715,0.9970988019126417,0.9978513107004727,"[[10484     6]
 [   48  8075]]","[[2570    0]
 [  10 2074]]"
0.00924654466852536,0.9973689862542955,0.008338122853884881,0.9980736301369864,0.9973733076703447,0.9980729281311337,0.9973674313651749,0.9980661796304254,"[[10483     7]
 [   42  8081]]","[[2570    0]
 [   9 2075]]"
0.008579237644568236,0.9974763745704467,0.007983054506252776,0.9978595890410958,0.9974808132837836,0.9978596389535715,0.9974748831461882,0.9978513107004727,"[[10484     6]
 [   41  8082]]","[[2570    0]
 [  10 2074]]"
