,train_loss,train_acc,test_loss,test_acc,train_precision,test_precision,train_recall,test_recall,train_confusion_matrix,test_confusion_matrix
0,0.26243095129689914,0.9006972135771251,0.04969627857973723,0.9852311643835616,0.9108971116616822,0.985325304899219,0.9006608284532316,0.9851740438332617,"[[9260 1100  106]
 [ 580 7504   63]
 [   0    0    0]]","[[2582   12]
 [  57 2003]]"
1,0.03719063297504578,0.9885094501718213,0.025893790931249522,0.9931506849315068,0.9885821475443054,0.9931692164192018,0.9885026594315801,0.9931241942415127,"[[10425    41]
 [  173  7974]]","[[2590    4]
 [  28 2032]]"
2,0.02318971372418317,0.9937177835051546,0.019084641344730473,0.9946489726027398,0.993737236504092,0.9946451035170333,0.9937140708107237,0.9946282767511818,"[[10443    23]
 [   94  8053]]","[[2589    5]
 [  20 2040]]"
3,0.018036750294776197,0.9952749140893471,0.014771210313583277,0.9959332191780822,0.9952932192052767,0.9959408842673011,0.9952721216354161,0.9959174903308982,"[[10455    11]
 [   77  8070]]","[[2593    1]
 [  18 2042]]"
4,0.012826651928740749,0.9968857388316151,0.014132424229787893,0.9961472602739726,0.9968953059586719,0.9961590122215342,0.9968838983506152,0.9961323592608509,"[[10461     5]
 [   53  8094]]","[[2594    0]
 [  18 2042]]"
5,0.010869023590390667,0.9974226804123711,0.014083475646944016,0.9961472602739726,0.9974309202343214,0.9961590122215342,0.9974211572556815,0.9961323592608509,"[[10464     2]
 [   46  8101]]","[[2594    0]
 [  18 2042]]"
6,0.011042978357009813,0.9973152920962199,0.016517286288571124,0.9959332191780822,0.9973224698850557,0.9959471756289129,0.9973137054746682,0.9959174903308982,"[[10462     4]
 [   46  8101]]","[[2594    0]
 [  19 2041]]"
7,0.009015053257132526,0.9977985395189003,0.010755548537118768,0.9972174657534246,0.9978049583973466,0.9972206328899632,0.997797238489228,0.9972067039106145,"[[10465     1]
 [   40  8107]]","[[2594    0]
 [  13 2047]]"
8,0.008072722215054211,0.9977985395189003,0.010068551065521443,0.9972174657534246,0.9978033477041499,0.9972129902948158,0.997797238489228,0.9972067039106145,"[[10463     3]
 [   38  8109]]","[[2592    2]
 [  11 2049]]"
9,0.007769244368775361,0.9977448453608248,0.010066655239214713,0.9972174657534246,0.9977492228227327,0.9972206328899632,0.9977435125987213,0.9972067039106145,"[[10462     4]
 [   38  8109]]","[[2594    0]
 [  13 2047]]"
10,0.007309824173379517,0.9979059278350515,0.008522524183842493,0.9976455479452054,0.9979108522214097,0.997646422246729,0.9979046902702412,0.99763644177052,"[[10464     2]
 [   37  8110]]","[[2594    0]
 [  11 2049]]"
11,0.007123974273375338,0.9977985395189003,0.008971337941658606,0.9972174657534246,0.9978026126154683,0.9972206328899632,0.997797238489228,0.9972067039106145,"[[10462     4]
 [   37  8110]]","[[2594    0]
 [  13 2047]]"
12,0.006807470200219291,0.9979484779225831,0.008230679671476239,0.9976455479452054,0.9979642287551072,0.997646422246729,0.9979584161607479,0.99763644177052,"[[10464     2]
 [   36  8111]]","[[2594    0]
 [  11 2049]]"
13,0.0068344517655072965,0.9980670103092784,0.00896550596680505,0.9976455479452054,0.9980697140343202,0.997646422246729,0.9980658679417611,0.99763644177052,"[[10462     4]
 [   32  8115]]","[[2594    0]
 [  11 2049]]"
14,0.006605952310771321,0.9979596219931272,0.00820508639010033,0.9972174657534246,0.9979635124398781,0.9972129902948158,0.9979584161607479,0.9972067039106145,"[[10463     3]
 [   35  8112]]","[[2592    2]
 [  11 2049]]"
15,0.006467165078174106,0.9979059278350515,0.00825897080098974,0.997431506849315,0.9979094226832473,0.997429601343952,0.9979046902702412,0.9974215728405672,"[[10462     4]
 [   35  8112]]","[[2593    1]
 [  11 2049]]"
16,0.006447987017007521,0.9979059278350515,0.008151560741929619,0.997431506849315,0.9979094226832473,0.997429601343952,0.9979046902702412,0.9974215728405672,"[[10462     4]
 [   35  8112]]","[[2593    1]
 [  11 2049]]"
17,0.006438111044596313,0.9979059278350515,0.008074734166618565,0.997431506849315,0.9979094226832473,0.997429601343952,0.9979046902702412,0.9974215728405672,"[[10462     4]
 [   35  8112]]","[[2593    1]
 [  11 2049]]"
18,0.006414145534561868,0.9979059278350515,0.0080590664308633,0.9976455479452054,0.9979094226832473,0.997646422246729,0.9979046902702412,0.99763644177052,"[[10462     4]
 [   35  8112]]","[[2594    0]
 [  11 2049]]"
19,0.006364198302288503,0.997852233676976,0.00806803369080514,0.9976455479452054,0.9978560125680039,0.997646422246729,0.9978509643797346,0.99763644177052,"[[10462     4]
 [   36  8111]]","[[2594    0]
 [  11 2049]]"
