train_loss,train_acc,test_loss,test_acc,train_precision,test_precision,train_recall,test_recall,train_confusion_matrix,test_confusion_matrix
0.2190403899544357,0.9179978765480127,0.0860290169741397,0.9719606164383562,0.9224058668609108,0.9718849059674574,0.9179605651963682,0.9718521701761925,"[[9464  972    0    0   36]
 [ 498 7622    5    4   12]
 [   0    0    0    0    0]
 [   0    0    0    0    0]
 [   0    0    0    0    0]]","[[2516   72]
 [  59 2007]]"
0.04256814485255795,0.9846971649484536,0.040098610119607095,0.9852311643835616,0.9848123286429581,0.9854907834697001,0.984688121205609,0.9851740438332617,"[[10413    59]
 [  226  7915]]","[[2585    3]
 [  66 2000]]"
0.027683703459861698,0.9914089347079038,0.020325369619419924,0.9950770547945206,0.9914212419179645,0.9950752546258416,0.9914038575189383,0.9950580146110872,"[[10425    47]
 [  113  8028]]","[[2584    4]
 [  19 2047]]"
0.013624293353813429,0.9964561855670103,0.013142985897776608,0.9967893835616438,0.9964641964369478,0.9967906405007495,0.996454091226562,0.9967769660507091,"[[10462    10]
 [   56  8085]]","[[2587    1]
 [  14 2052]]"
0.01180247307078564,0.9971005154639175,0.01340463271042434,0.9967893835616438,0.9971065534622399,0.9967955390469594,0.9970988019126417,0.9967769660507091,"[[10465     7]
 [   47  8094]]","[[2588    0]
 [  15 2051]]"
0.009213069162997209,0.9975837628865979,0.01688284092193648,0.9957191780821918,0.9975869231902924,0.9957355767583,0.9975823349272014,0.9957026214009455,"[[10465     7]
 [   38  8103]]","[[2588    0]
 [  20 2046]]"
0.008568827913257155,0.9979596219931272,0.0092825090579612,0.997431506849315,0.9979635086955073,0.9974296253649572,0.9979584161607479,0.9974215728405672,"[[10469     3]
 [   35  8106]]","[[2587    1]
 [  11 2055]]"
0.007926034471855713,0.9980133161512027,0.011569899947909568,0.9972174657534246,0.9980176117517565,0.9972206650214035,0.9980121420512545,0.9972067039106145,"[[10470     2]
 [   35  8106]]","[[2588    0]
 [  13 2053]]"
0.01539362443704188,0.9966172680412371,0.0526591167970216,0.9835188356164384,0.9966207906015635,0.9839331253713847,0.9966152688980819,0.9834550923936399,"[[10458    14]
 [   49  8092]]","[[2588    0]
 [  77 1989]]"
0.011589197639286513,0.9969394329896907,0.009992201368034217,0.9970034246575342,0.9969518000206385,0.9970080203420264,0.9969376242411218,0.9969918349806618,"[[10470     2]
 [   55  8086]]","[[2588    0]
 [  14 2052]]"
