train_loss,train_acc,test_loss,test_acc,train_precision,test_precision,train_recall,test_recall,train_confusion_matrix,test_confusion_matrix
0.13373474537673377,0.9657431271477663,0.04250239390139914,0.9858732876712328,0.9707175602481098,0.9861651774868275,0.9657228818567668,0.9858186506231199,"[[10316    56    53     0]
 [  504  7659    24     1]
 [    0     0     0     0]
 [    0     0     0     0]]","[[2635    0]
 [  66 1953]]"
0.027270161955520556,0.993127147766323,0.01955137157028107,0.9946489726027398,0.9931957019828813,0.9946787628719413,0.9931230860151506,0.9946282767511818,"[[10421     4]
 [  124  8064]]","[[2635    0]
 [  25 1994]]"
0.019661588372888294,0.9951138316151202,0.022647488301329646,0.9948630136986302,0.995149363774148,0.9948896911883375,0.9951109439638962,0.9948431456811345,"[[10423     2]
 [   89  8099]]","[[2635    0]
 [  24 1995]]"
0.015214127637753967,0.9964024914089347,0.012796596971608391,0.9970034246575342,0.9964233519470431,0.9970077331725345,0.9964003653360555,0.9969918349806618,"[[10425     0]
 [   67  8121]]","[[2635    0]
 [  14 2005]]"
0.025180263741320333,0.995006443298969,0.011178146974400503,0.9967893835616438,0.9950237729676393,0.9967952096391013,0.995003492182883,0.9967769660507091,"[[10411    14]
 [   79  8109]]","[[2635    0]
 [  15 2004]]"
0.012786865409623064,0.9966709621993127,0.027964246787072225,0.995291095890411,0.9966848212524176,0.9953120241364848,0.9966689947885886,0.9952728835410399,"[[10422     3]
 [   59  8129]]","[[2635    0]
 [  22 1997]]"
0.013152563036889513,0.9966709621993127,0.013532910396325823,0.9967893835616438,0.9966848212524176,0.9967952096391013,0.9966689947885886,0.9967769660507091,"[[10422     3]
 [   59  8129]]","[[2635    0]
 [  15 2004]]"
0.010761086262882162,0.9972079037800687,0.007758976004966726,0.9970034246575342,0.9972201197629428,0.9970077331725345,0.997206253693655,0.9969918349806618,"[[10425     0]
 [   52  8136]]","[[2635    0]
 [  14 2005]]"
0.009181703195115796,0.9973689862542955,0.0068498422608596005,0.9978595890410958,0.9973797471817785,0.9978594342895069,0.9973674313651749,0.9978513107004727,"[[10425     0]
 [   49  8139]]","[[2635    0]
 [  10 2009]]"
0.006848980450918931,0.9974226804123711,0.004627514391346541,0.9987157534246576,0.9974282950881241,0.9987137153417067,0.9974211572556815,0.9987107864202837,"[[10420     5]
 [   43  8145]]","[[2635    0]
 [   6 2013]]"
