train_loss,train_acc,test_loss,test_acc,train_precision,test_precision,train_recall,test_recall,train_confusion_matrix,test_confusion_matrix
0.32402145515566005,0.9058219178082192,0.06422164487476284,0.9797681203931203,0.9334786219593654,0.9808999287191501,0.9054068580027947,0.9802235597592434,"[[5017   81  131]
 [ 559 3406  109]
 [   0    0    0]]","[[1299    0]
 [  46  981]]"
0.04776359945758922,0.986943493150685,0.031145109392299846,0.99074785012285,0.987184944228901,0.9915319260728671,0.9868859507685693,0.9914015477214101,"[[5229    0]
 [ 122 3952]]","[[1299    0]
 [  20 1007]]"
0.02992741793174016,0.9931506849315068,0.02277124989022677,0.9932432432432432,0.9932036818507683,0.9932049341384709,0.9931204987638397,0.9931212381771282,"[[5229    0]
 [  64 4010]]","[[1299    0]
 [  16 1011]]"
0.030351715731316516,0.9920804794520548,0.02066600522202616,0.9932432432432432,0.9921266805295688,0.9932049341384709,0.9920455766956896,0.9931212381771282,"[[5224    5]
 [  69 4005]]","[[1299    0]
 [  16 1011]]"
0.025928149474441865,0.9929366438356164,0.017790591945192096,0.9936655405405406,0.9929457315528752,0.9936247776770045,0.9929055143502096,0.9935511607910577,"[[5219   10]
 [  56 4018]]","[[1299    0]
 [  15 1012]]"
0.019135882243337045,0.9948630136986302,0.013711342625823375,0.9961993243243243,0.9948720161627341,0.9961573201227448,0.9948403740728797,0.9961306964746346,"[[5225    4]
 [  44 4030]]","[[1299    0]
 [   9 1018]]"
0.01791958193624016,0.9957191780821918,0.012460621547369237,0.995777027027027,0.9957263246749023,0.9957336174522964,0.9957003117273998,0.9957007738607051,"[[5227    2]
 [  38 4036]]","[[1299    0]
 [  10 1017]]"
0.024890813956990814,0.993792808219178,0.009742123095280919,0.9978885135135135,0.9937894549253681,0.9978586293117546,0.9937654520047297,0.9978503869303526,"[[5218   11]
 [  47 4027]]","[[1299    0]
 [   5 1022]]"
0.014212925213230422,0.996361301369863,0.007901017441228661,0.9978885135135135,0.9963688752649036,0.9978586293117546,0.9963452649682898,0.9978503869303526,"[[5229    0]
 [  34 4040]]","[[1299    0]
 [   5 1022]]"
0.014238439912868708,0.9960402397260274,0.007440680604132295,0.9983108108108109,0.9960392702341955,0.9982855887168245,0.9960227883478447,0.998280309544282,"[[5225    4]
 [  33 4041]]","[[1299    0]
 [   4 1023]]"
