,train_loss,train_acc,test_loss,test_acc,train_precision,test_precision,train_recall,test_recall,train_confusion_matrix,test_confusion_matrix
0,0.20357537819744692,0.9359965635738832,0.03830544959932362,0.9856592465753424,0.942565174085438,0.98574586031703,0.9359587385160909,0.9856037816931672,"[[10029   407    73]
 [  657  7392    55]
 [    0     0     0]]","[[2539   12]
 [  55 2048]]"
1,0.03688310672564246,0.9884334678726576,0.02500108080239941,0.9903681506849316,0.9885317753460321,0.9904173641687939,0.9884489335410734,0.9903308981521272,"[[10469    40]
 [  175  7929]]","[[2545    6]
 [  39 2064]]"
2,0.02145650469829229,0.9935030068728522,0.013736038367114067,0.9946489726027398,0.9935408622986729,0.9946804091584879,0.9934991672486971,0.9946282767511818,"[[10495    14]
 [  107  7997]]","[[2551    0]
 [  25 2078]]"
3,0.015488522498019495,0.9958655498281787,0.0152746821811091,0.9944349315068494,0.9958799566383648,0.9944697723523303,0.9958631064309891,0.994413407821229,"[[10500     9]
 [   68  8036]]","[[2551    0]
 [  26 2077]]"
4,0.012540315340982775,0.9965635738831615,0.007813993238601578,0.9985017123287672,0.9965748042164095,0.9985000334315225,0.9965615430075754,0.998495917490331,"[[10503     6]
 [   58  8046]]","[[2551    0]
 [   7 2096]]"
5,0.012221744137264458,0.9966172680412371,0.00583697432071634,0.9985017123287672,0.9966280172905707,0.9985000334315225,0.9966152688980819,0.998495917490331,"[[10503     6]
 [   57  8047]]","[[2551    0]
 [   7 2096]]"
6,0.009999429472972946,0.9974763745704467,0.004911179384392087,0.9987157534246576,0.9974841620860271,0.9987138115596964,0.9974748831461882,0.9987107864202837,"[[10507     2]
 [   45  8059]]","[[2551    0]
 [   6 2097]]"
7,0.008126354619452195,0.9975300687285223,0.00504621739693828,0.9985017123287672,0.9975374593039352,0.9985000334315225,0.9975286090366948,0.998495917490331,"[[10507     2]
 [   44  8060]]","[[2551    0]
 [   7 2096]]"
8,0.007917664660788156,0.9975837628865979,0.005396116300875143,0.998929794520548,0.9975916815223839,0.9989277569634011,0.9975823349272014,0.9989256553502364,"[[10508     1]
 [   44  8060]]","[[2551    0]
 [   5 2098]]"
9,0.007886718371939041,0.9975189246579783,0.004775748425880957,0.998929794520548,0.9975374593039352,0.9989277569634011,0.9975286090366948,0.9989256553502364,"[[10507     2]
 [   44  8060]]","[[2551    0]
 [   5 2098]]"
10,0.007692705605303988,0.9975300687285223,0.004710722508144961,0.998929794520548,0.9975374593039352,0.9989277569634011,0.9975286090366948,0.9989256553502364,"[[10507     2]
 [   44  8060]]","[[2551    0]
 [   5 2098]]"
11,0.007672426331690489,0.9976911512027491,0.004656241782893082,0.998929794520548,0.9976974115564006,0.9989277569634011,0.9976897867082147,0.9989256553502364,"[[10507     2]
 [   41  8063]]","[[2551    0]
 [   5 2098]]"
12,0.007337364078977639,0.9976911512027491,0.00582469613227534,0.9991438356164384,0.997698282801958,0.999141869839046,0.9976897867082147,0.9991405242801891,"[[10508     1]
 [   42  8062]]","[[2551    0]
 [   4 2099]]"
13,0.0075846474803312825,0.9976911512027491,0.004155306244023425,0.9991438356164384,0.997698282801958,0.999141869839046,0.9976897867082147,0.9991405242801891,"[[10508     1]
 [   42  8062]]","[[2551    0]
 [   4 2099]]"
14,0.006855493637126482,0.9976911512027491,0.004211968168606727,0.9991438356164384,0.9976974115564006,0.999141869839046,0.9976897867082147,0.9991405242801891,"[[10507     2]
 [   41  8063]]","[[2551    0]
 [   4 2099]]"
15,0.006788329556277318,0.9977985395189003,0.0041258391373621755,0.9991438356164384,0.9978040969190816,0.999141869839046,0.997797238489228,0.9991405242801891,"[[10507     2]
 [   39  8065]]","[[2551    0]
 [   4 2099]]"
16,0.0067707728906863905,0.9976800071322052,0.004148741562496743,0.9991438356164384,0.9976974115564006,0.999141869839046,0.9976897867082147,0.9991405242801891,"[[10507     2]
 [   41  8063]]","[[2551    0]
 [   4 2099]]"
17,0.006712594055807443,0.9977985395189003,0.004144680947432141,0.9991438356164384,0.9978040969190816,0.999141869839046,0.997797238489228,0.9991405242801891,"[[10507     2]
 [   39  8065]]","[[2551    0]
 [   4 2099]]"
18,0.006714547929344811,0.9977448453608248,0.004192369892772236,0.9991438356164384,0.9977507491830528,0.999141869839046,0.9977435125987213,0.9991405242801891,"[[10507     2]
 [   40  8064]]","[[2551    0]
 [   4 2099]]"
19,0.006670639275720488,0.9977985395189003,0.004146698995673557,0.9991438356164384,0.997804924495017,0.999141869839046,0.997797238489228,0.9991405242801891,"[[10508     1]
 [   40  8064]]","[[2551    0]
 [   4 2099]]"
